,Data,User,Texto
0,2022-10-30 23:59:59+00:00,caruullina,"ae fdp @jairbolsonaro 700 mil pessoas fazem muita falta, poderia ter ganho se tivesse comprado vacina e oxigênio"
1,2022-10-30 23:59:59+00:00,AretuzaAra,"Com a saída de Bolsonaro termina alguns cargos...

FIM do - PRIMEIRO - ""cargo"" de Vereador Federal do Brasil - @CarlosBolsonaro 
🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/k1d33I0LDu"
2,2022-10-30 23:59:59+00:00,tatianaguilger,"@Felipe66028212 @MHFerrantini @monark Nossa moço, sobre o print acima, diversos vídeos completos no qual ele dizia isso.
Sobre a jovem pan, está na lei, acredito que vocês ficaram bravos por ter sido o lula, mas caso fosse o contrário, bolsonaro também tinha direito, pois está na lei. 
Falta um pouco de estudo aí…"
3,2022-10-30 23:59:59+00:00,Paulo_2805,"@tt_tilanga A água quem mandou pra lá foi o Bolsonaro, mas deixa eles sonhando com churrasquinho e cervejinha"
4,2022-10-30 23:59:59+00:00,_alvess0,@jairbolsonaro SE FUDEU https://t.co/37D2nBfcmf
5,2022-10-30 23:59:59+00:00,viniciustoxcano,"@Lgolddddd @valoiscella assim como mt gnt q vota no bolsonaro vota por conta dos pais, pq nao tem uma personalidade própria pra ter uma opinião formada(não to falando de vocês ta🫶🏾)"
6,2022-10-30 23:59:59+00:00,gabigraudenz,@Mara21Castro @jairbolsonaro @Conservadora191 Pq só fizeram essas operações onde o PRESIDENTE ELEITO ganha de lavada. Chooooora bolsomina e volta pro esgotooooo
7,2022-10-30 23:59:59+00:00,MarquiLemes,minha mãe quase chorando pelo bolsonaro e eu segurando pra não pular de alegria
8,2022-10-30 23:59:59+00:00,AngelaP70121993,@A_Bizarra @jairbolsonaro Tá enterrado https://t.co/Lc3IkLNSbp
9,2022-10-30 23:59:59+00:00,clementx__,BOLSONARO NUNCA MAIS!
10,2022-10-30 23:59:59+00:00,dener1903,Lembrando sempre que o bolsonaro e seu filho influenciaram o fim da banda Forfun.
11,2022-10-30 23:59:59+00:00,rafaalvarenga89,@rafaelgloves Bolsonaro perdeu 13% em relação a 2018 em SP. Tarcisio vai ter que trabalhar muito para devolver esses votos.
12,2022-10-30 23:59:59+00:00,radiojeanss,"@pedroneto_paoli um ex presidiário q foi anulado por falta d provas, agr o bolsonaro vai ser um atual presidiário https://t.co/vBkXn8cTbi"
13,2022-10-30 23:59:59+00:00,HumbleGhostEden,"Eu preferia Bolsonaro reeleito. Votei nele, mas com foda-se ligado. 

O que mais queriam? O Bolsonaro colocou petista na PGR e no STF, que permitiu a soltura do Lula. Descumpriu as promessas de campanha e fez implicância a quem o cobrou."
14,2022-10-30 23:59:59+00:00,DeisianeMarcele,"Não sou coveira, mas ajudei a enterrar Jair Messias Bolsonaro hoje! Chega aqui dia 01/01/2023 https://t.co/1gzKWz82sG"
15,2022-10-30 23:59:58+00:00,__almir,"@MariannaCecyn bora trocar!

Vocês ficam com o Haddad no governo estadual e deixam o Bolsonaro pra gente no governo federal 😏"
16,2022-10-30 23:59:58+00:00,owassabii,histórico do jair bolsonaro https://t.co/hwF7BLHXbN
17,2022-10-30 23:59:58+00:00,rhayssaasoares,"É ASSIM Q UM PRESIDENTE FALA BOLSONARO, APRENDE"
18,2022-10-30 23:59:58+00:00,Bevmesmo,"Meus sentimentos aos bolsonaristas, parabéns aos petistas, agora que é oficial vou tirar minha skin petista porque eu gosto mesmo é de me opor e reclamar, estava contra o bolsonaro só pra poder reclamar com menos medo de tomar um tiro."
19,2022-10-30 23:59:58+00:00,fernandoscs1,"@TozzaFla votou 85% com bolsonaro, é uma ultra liberal e esta em campanha pra 2026 desde o fim do 1t, sabendo que a esquerda ficará orfã de candidato cedo ou tarde. E a esquerda emocionada caindo que nem um pato."
20,2022-10-30 23:59:58+00:00,GXXLVRT,Queria saber o que o Bolsonaro tá fazendo agora kkkkkkk
21,2022-10-30 23:59:58+00:00,robertsilva67,"@HiagoHDG @antunessete @Mteles91 Amigo, ficou mt claro que a direita só não ganhou pelo simples fato de ter o Bolsonaro no poder, ele simplesmente conseguiu dividir a sua própria base eleitoral"
22,2022-10-30 23:59:58+00:00,brunozb_,"ai cara, sei que o senado tá foda e que existem alguns potenciais perigos iminentes com a eleição do lula mas PUTA MERDA que alívio poder dar esse respiro depois de 4 anos de tanto sofrimento 

UM GRANDÍSSIMO PAU NO CU DO BOLSONARO É ISTO"
23,2022-10-30 23:59:58+00:00,DanChandllerF1,"@SargentoFAHUR Bolsonaro errou demais e ainda colocou Petista na PGR, STF, e o Kássio liberou o Lula para concorrer.

Vejam o tanto de MERDA que o Bolsonaro fez .... https://t.co/qlsT83CcaU"
24,2022-10-30 23:59:58+00:00,BorderTheCollie,"Defende bolsonaro mas nunca fez uma porra de uma pesquisa política, não estudou pra votar nem em senador, governador, NADA

""Votei pq meu papai votou, papai disse pra votar bolsonaro, Lula vai destruir a familia"" kkkkkkkkkk vai estudar o poder executivo porra"
25,2022-10-30 23:59:58+00:00,leticiaaaaaa0,A menina postou “DEUS NUNCA PERDE” e a foto do Bolsonaro KKKKKKK
26,2022-10-30 23:59:58+00:00,andreariell,"e ninguém aguentava mais, ô nomezinho estraga prazer, a pessoa no show do artista q mais ama tendo escutar “bolsonaro”"
27,2022-10-30 23:59:58+00:00,euzinha__aqui_,"@favsceci Hj eu vi gnt q falava q era Bolsonaro até morrer e q hj dps do resultado postou ""tanto faz o Bolsonaro ou o Lula, eu quero mesmo é ver o Ney ganhando a copa"" ksksksks"
28,2022-10-30 23:59:58+00:00,bernardoio,Vamos fazer uma vassoura com o capim e varrer o Bolsonaro NORDESTE
29,2022-10-30 23:59:58+00:00,Eduardomandrad1,@jairbolsonaro Eu desejo tudo de pior pra vc. Vai ser lembrado como o genocida que é. Quero ver seus sigilos e ver vc sendo preso. Fascista nojento.
30,2022-10-30 23:59:58+00:00,JCastrox1,"@UOL Em 2023... acerto de contas com a justiça... 
Pelos 688 mil vítimas do Covid e do Bolsonaro...
#LulaPresidente1️⃣3️⃣ https://t.co/Vg8rX6oiVR"
31,2022-10-30 23:59:58+00:00,pow_geeh,"ACABOU! finalmente acabou, BOLSONARO CAIU KARALHOOO!"
32,2022-10-30 23:59:57+00:00,Dupaoo,@Malacheia3 @jairbolsonaro O amor venceu❤️! VIVA A DEMOCRACIA!
