,Data,User,Texto
0,2022-10-21 23:59:59+00:00,o40161786,Existe algum vídeo no YouTube sem anúncio do Bolsonaro? Misericórdia!
1,2022-10-21 23:59:59+00:00,kylldf,"@jairmearrependi pesquisar 
BOLSONARO PINTOU UM CLIMA
BOLSONARO 14 ANOS
assim né"
2,2022-10-21 23:59:59+00:00,_theuuxx,Jesus vendo os cristãos adorando o Bolsonaro invés de adorar a ele: 🤨🤨🤨🤨🤨🤨🤨😐🥹🥹🥹🥹
3,2022-10-21 23:59:59+00:00,omarxista,"E pra poder roubar mais, Bolsonaro pretende reduzir o poder de compra dos brasileiros com a desindexação do Guedes. 

É UM ABSURDO!!!!! 

O REAL VAI SIMPLESMENTE DERRETER!!!!!!!"
4,2022-10-21 23:59:59+00:00,jowjowfefe,"@juliovschneider @jairbolsonaro Bob, já deu vários apelidos para ela.
Carmem Lúcifer, Bruxa de Blair..."
5,2022-10-21 23:59:58+00:00,ellusquito,"@comunadememes depois de se desassociar do bolsonaro, o próximo passo de Soraya Thronicke é desassociar jair bolsonaro de bolsonaro"
6,2022-10-21 23:59:58+00:00,decolovato,"@rodrigogarcia_ @jairbolsonaro @tarcisiogdf No 1º turno: Eu governo para direita e para a esquerda!
No 2º turno: São Paulo só é assim porque o PT nunca governou!"
7,2022-10-21 23:59:57+00:00,DhiRubens,"Só pra dxar claro, cristão que esquece tudo que bolsonaro aprontou e vota nele ""em nome de deus"" (seja lá que deus for esse), são da mesma raça daqueles que fazem o que fazem em nome de Alá. O mínimo que deveriam fzr é se abster. Branco e nulo existem pra isso."
8,2022-10-21 23:59:57+00:00,madahirosse1,"Bolsonaro anunciou ontem (20/10) que vai ter aumento do funcionalismo público, além de reajuste do salário mínimo e das aposentadorias ACIMA DA INFLAÇÃO a partir de 2023. A notícia é tão boa que a esquerda começou a mentir sobre o assunto! Vai ter aumento real, sim! Vote 22! 🇧🇷 https://t.co/7C1FHKS9uj"
9,2022-10-21 23:59:57+00:00,JoaneFrNogueira,"@LeooRSilva1 @uneoficial @jairbolsonaro tipo eu sou mulher.  então tenho tetas mesmo.  sou um animal. assim dá a classificação científica, animal racional.  já vc é irracional.  e deve ter peitinhos também. mas se tem ,não fale dos outros."
10,2022-10-21 23:59:57+00:00,Welling74719088,Fora Bolsonaro Genocida Miliciano Corrupto Misógino Homofóbico assassino https://t.co/C0rPnF56E8
11,2022-10-21 23:59:56+00:00,desouza_vilma,"Vazamento do plano de Guedes dá curto-circuito na campanha de Bolsonaro, que vê 'sabotagem' - Brasil 247 https://t.co/zLG782V47e"
12,2022-10-21 23:59:56+00:00,alekzrj,"ABUSO DE PODER CONTRA 

ELEITORES DO BOLSONARO https://t.co/jvDapRArj9"
13,2022-10-21 23:59:56+00:00,Um_certo_olhar,"@e_crebit @digitaaiadressa @hartzin13 @choquei Darei um eemplo para facilitar ao Sr. Na frase: Bolsonaro é  o próprio Pinóquio, usei uma metáfora..então fácil só me mostrar qual a figura de linguagem foi usada no vídeo fake"
14,2022-10-21 23:59:55+00:00,NaoSabeLidar,"@louieponto bolsonaro pintou um clima!!!!!!!!!!!!
bolsonaro 14 anos!!!!!!!"
15,2022-10-21 23:59:53+00:00,EddaSouza,#jornaldacultura Para aqueles que não conseguem entender a lavagem cerebral promovida pela campanha do Bolsonaro....https://t.co/om93aqPx2Z
16,2022-10-21 23:59:53+00:00,leonardomagnus,@TheCoderNZ @guilherme_amado Não deve ter visto o vídeo do Bolsonaro que preferia um filho morto do que gay. Ou então que filho gay é falta de porrada. 😃
17,2022-10-21 23:59:53+00:00,jonatas112233,"@William27178887 @paulocesarcarp3 @PesqBR2022 a que mais chegou perto, e mesmo assim deu 3 pontos a menos pro Bolsonaro, vale lembrar"
18,2022-10-21 23:59:53+00:00,MarciaM56711962,"@brasil247 Essa é a corja ligada ao presidente desgovernante. Corrupção, mentiras, deboche, descaso, insultos essa é a plataforma de Bolsonaro. BASTA. LULA PRESIDENTE JÁ. HADDAD GOVERNANDO SP JÁ"
19,2022-10-21 23:59:52+00:00,Silveri44119931,@GloboNews @MonicaWaldvogel Então vocês estão defendendo a censura a pretexto de defender o processo democrático? Defendendo um candidato que criou o Petrolão e o Mensalão para se perpetuar no poder. Além de usar a concessão pública para falar mal do presidente Bolsonaro 24h por dia desde 2018. 😂😂😂😂🤡🤡
20,2022-10-21 23:59:52+00:00,GoncalveJu,@DamaresAlves @jairbolsonaro @BolsonaroSP Coitadinha da Micheque 🤣🤣
21,2022-10-21 23:59:51+00:00,Jeehfonseca,"@nacelio_rocha @VEJA @radaronline Bolsonaro é uma ameaça a democracia brasileira. Essas eleições está sendo uma luta a favor da democracia, já não temos 3ª via, agora é um ou outro."
22,2022-10-21 23:59:51+00:00,EdsonDuarteGo,"@rgsheila E totalmente favorável ao candidato Jair Messias Bolsonaro.

TSE deu um tiro no pé."
23,2022-10-21 23:59:51+00:00,snmlxvr,Mano o bolsonaro em absolutamente td video do YouTube q eu abro
24,2022-10-21 23:59:51+00:00,castromatematic,"@fabiofaria De novo? Bolsonaro não foi a nenhum em 2018, Tarcísio está fugindo de todos agora. Lula disse que vai em 2, pronto."
25,2022-10-21 23:59:51+00:00,CiroComLula,"@ThiagoM28596376 Rapaz, você faz um corte de um trecho para enganar as pessoas com o objetivo de defender um candidato que tem o comportamento de um pedófilo.

Bolsonaro é um bandido rapaz. Um cara que sente ""um clima"" com meninas de 14 e 15 anos. Você apoia isso?"
26,2022-10-21 23:59:51+00:00,woseyunjin,@huachen_zhu E vamos de outro block do Bolsonaro 🙏🏻
27,2022-10-21 23:59:51+00:00,samuelbispo10,"@Yghacci @uhtherd @naovouvoltar1 @agenciapublica Muito bom este seu ponto de vista meu amigo. 

Só corrobora mais ainda com o que eu penso... E olsonaristas pensam o mesmo que você, só que pro lado do Bolsonaro"
28,2022-10-21 23:59:50+00:00,eduardoirineu,"Pesquisa realizado por telefone, com 60% dos entrevistados ganhando mais de 5 salários-mínimos. A maioria jovens (estudantes de medicina). Provavelmente, realizadas no Paraná e Santa Catarina.
Em 2018, Bolsonaro sondou sócio do Modal para o BNDES"
29,2022-10-21 23:59:50+00:00,IagoBaSoares,soraya já na vanguarda das pessoas q vão dizer q bolsonaro n é a direita de verdade pra fingir q tem algum escrúpulo
30,2022-10-21 23:59:50+00:00,Ivadir,PATRÕES OBRIGAM EMPREGADOS A VOTAR EM BOLSONARO https://t.co/V146EQxT1s via @YouTube
31,2022-10-21 23:59:49+00:00,nadia_rsb,@GeneralMourao @jairbolsonaro Lula 13!!!
32,2022-10-21 23:59:49+00:00,J173H,@499YK @YKH0O1 @S12TX vota vota e confirma 22 é bolsonaro 🇧🇷
33,2022-10-21 23:59:49+00:00,LeandroCosmo5,@jairbolsonaro Mentiroso!
34,2022-10-21 23:59:49+00:00,marcoantort,"@GeneralMourao @VlogdoLisboa @jairbolsonaro General é certeza o comparecimento, mas com todos que converso vem a dúvida das urnas visto o que aconteceu no 1° turno, fraude, golpe o nome não importa e nós sabemos da condução do TSE e STF por isso é preocupante."
35,2022-10-21 23:59:49+00:00,Kosmonautha,@InteligenciaLta @jairbolsonaro @YouTubeBrasil Detectaram os robôs kkkkkkkk
36,2022-10-21 23:59:48+00:00,PassageiroRJ,"Aos pobres de Direita, que nem sabem o que ser de Direita significa, o multimilionário Paulo Guedes vai comer o fígado de vocês gerando mais miséria, fome, desemprego e desalento. Pobre que vota em Bolsonaro está se oferecendo como carne em um covil de leões. Serão massacrados!"
37,2022-10-21 23:59:48+00:00,Diego_DS,"@thepedrotoledo Amigo olha isso aqui, esse fdp tá com 65 MILHÕES DE REAIS na campanha. Ele pagou 1 milhão ao google em um dia. Ele vai estar em todos os lugares. Olha quando o Lula teve. É como se o Lula fosse a Brain e bolsonaro a Cler Channel https://t.co/AwO2gTZBZN"
38,2022-10-21 23:59:48+00:00,anarodr36737311,Nosso presidente BOLSONARO estamos juntos capitão 22 ok confirmado
39,2022-10-21 23:59:47+00:00,SapoPrincipe007,"@AndreJanonesAdv Já que não podemos falar dele, MOLUSCO!
Bolsonaro não é LADRÃO 
Bolsonaro não é Chefe de Quadrilha.
Bolsonaro não é Descondenado.
Bolsonaro não é amigo de Ditadores.
Bolsonaro não é a favor do aborto.
Bolsonaro não é favor de liberação das drogas.
BOLSONARO É MITO é 22"
40,2022-10-21 23:59:47+00:00,Niveahil,@jairbolsonaro Conheço gente q foi homofóbico a vida inteira e quando o filho saiu do armário passou a odiar o Bolsonaro 😁 eles tem q odiar alguém pra tirar das próprias costas o peso de não aceitar um filho gay. Odeia o Bolsonaro q o problema de consciência ameniza 😁2️⃣2️⃣🇧🇷💚💛👉🏻😎
41,2022-10-21 23:59:47+00:00,klovisFonseca25,@UOLNoticias BOLSONARO já tirou a muitos dias. Vai ser de lavada.
42,2022-10-21 23:59:47+00:00,EusouuBatima,"@DaniloGentili .
ENTÃO O BOLSONARO ESTÁ CENSURANDO ATÉ O APOIO  A  ELE  MESMO ??
.
Aqui no Sul o judiciário proibiu placa de apoio ao Bolsonaro, então a placa teve que ser modificada...
.
Se a culpa da censura judicial é do próprio Bolsonaro então é essa asneira que vc está dizendo!! 
. https://t.co/Y0D4cnCLbo"
43,2022-10-21 23:59:45+00:00,Fatinha41613647,@dramayraoficial @jairbolsonaro Temmm...minha família  toda.. somos em 5
44,2022-10-21 23:59:45+00:00,ClaytonVilarin2,"@GaheJuliana @tatinhozen @SF_Moro @jairbolsonaro Juliana, Sérgio Moro foi a maior decepção. Sérgio Moro tem bandidos de estimação"
45,2022-10-21 23:59:45+00:00,segredosparaluz,"É simples, meus queridos!
Bolsonaro não mexe no meu salário 
#bolsonaronaomexanomeusalario
#naomexenomeusalario
#ForaBolsonaro https://t.co/JqtH6PIHDb"
46,2022-10-21 23:59:45+00:00,drwtobigay,tá tocando funk do bolsonaro aqui na minha rua https://t.co/7iVXdUCqS8
47,2022-10-21 23:59:45+00:00,ElianeF37079168,"@FlavioBolsonaro Esse lindo rapaz é o melhor pres que o Brasil teve, butou água no nordeste e no sertão, Butou comida na mesa do povo brasileiro, o povo brasileiro te ama pres Bolsonaro, é o mito do Brasil."
48,2022-10-21 23:59:45+00:00,luanegra95,"@GilDoVigor A maior parte do eleitorado de Bolsonaro tem uma razão de ser,não é e nunca foi pela economia,saúde ou segurança,Bolsonaro representa todas as mazelas que essas pessoas escondiam por vergonha e ao ver um líder com as mesmas ideias e sentimentos se sentiram representadas."
49,2022-10-21 23:59:44+00:00,RonaldofeCastro,"@InteligenciaLta @jairbolsonaro @YouTubeBrasil Ainda acham que é teoria da conspiração?

Acordem!!!"
50,2022-10-21 23:59:44+00:00,BRITOCelsobrito,"🇧🇷EM 30 DE OUTUBRO 2022 VAMOS REELEGER O PRESIDENTE BOLSONARO🇧🇷
🇧🇷Bolsonaro 22 e CONFIRMA🇧🇷
❤️🇧🇷PATRIOTA AJUDA O IDOSO A VOTAR COM ÁGUA E UMA CADEIRA
SE NECESSÁRIO ❤️🇧🇷
DEUS 🙏 PÁTRIA 🇧🇷 FAMÍLIA 👨‍👩‍👧‍👧❤️

👉EM SÃO PAULO VOTE TARCÍSIO 10  E CONFIRMA👈
🇧🇷#Tarcísio10GovernadorSP2022🇧🇷 https://t.co/syN6yBeToN"
51,2022-10-21 23:59:44+00:00,r89809126,@crismed7 @brom_elisa @jairbolsonaro @gen_heleno @andersongtorres @brunobiancoleal @FlavioBolsonaro @CarlosBolsonaro @BolsonaroSP Que leí é essa??
52,2022-10-21 23:59:44+00:00,JALBertoncini,@Estadao Quais os riscos impostos à democracia pelo Bolsonaro? É o mesmo que dizer que a menina que sai enfeitada de noite é apologista do estupro.
53,2022-10-21 23:59:44+00:00,Danigasguita,@AndreJanonesAdv Depois do Bolsonaro no SBT você que ficará assim… surtadadinho como sempre 😂🤣✅🇧🇷
54,2022-10-21 23:59:43+00:00,YannaBorges,@AndreJanonesAdv BOLSONARO NÃO MEXE NO MEU SALÁRIO
55,2022-10-21 23:59:43+00:00,Maduuuusz,@robertopunk85 @angelmaia2015 @DamaresAlves @jairbolsonaro @BolsonaroSP Muito fácil
56,2022-10-21 23:59:43+00:00,elevamiami,@cafecomferri Vc tem que colocar 27% dos votos do nordeste no Bolsonaro. Infelizmente. O resto tem que subir muito pra compensar isso. MUITO!!
57,2022-10-21 23:59:42+00:00,PauloHe84093526,@Fiuzafirmao2 Bolsonaro reeleito 2022🇧🇷
58,2022-10-21 23:59:42+00:00,eududd4,"minha mãe tá aqui defendendo o shay, falando mal da deolane e do thiago, e defendendo bolsonaro e eu tô fingindo q não tô ouvindo ela tá me testando pra ver se eu vou discutir com ela, ela toda hora fala a mesma coisa e pede minha opinião"
59,2022-10-21 23:59:41+00:00,GuzoMarianna,@FelipePedri @jairbolsonaro Volta Lula 🇧🇷 🌟 ✌ https://t.co/i5aPLn0jHY
60,2022-10-21 23:59:40+00:00,alissiano,@claudioedantas Campanha de Bolsonaro está proibida de falar! Fim!
61,2022-10-21 23:59:40+00:00,nilboliveira,@Rconstantino 22 é Bolsonaro! Pelo bem do Brasil! #BolsonaroReeleito2️⃣2️⃣
62,2022-10-21 23:59:40+00:00,MarkusTorrescrf,@brom_elisa @jairbolsonaro A primeira-dama movimenta mais gente que o chefe de quadrilha do con$órcio
63,2022-10-21 23:59:40+00:00,victoriavulgovi,@jairbolsonaro coisa linda
64,2022-10-21 23:59:40+00:00,SC_LULA,@onyxlorenzoni Bolsonaro vai roubar os aposentados https://t.co/2VIsx9uMFc
65,2022-10-21 23:59:40+00:00,Hsan57542944,"@luisnassif Tem que ser um jornal composto por gente muito ordinária para fazer essa publicação FAKE. Todos nós sabemos quem é que os traficantes apoiam e, não é o Bolsonaro.   22"
66,2022-10-21 23:59:40+00:00,Vitor__Sa,"""Bolsonaro diz na Tv que seus filhos não correm risco de namorar negras ou virar gay porque foram muito bem educados"" 
Esse sujeito é nojento! #JornalNacional #Jn https://t.co/7WcaMST9zf"
