,Data,User,Texto
0,2022-10-31 23:59:59+00:00,rafaxstfu,"@choquei Depois deles terem destruído a imagem do Lula e do PT agora viram que esse estrago não valia a pena, pois deram poder ao Bolsonaro logo depois. https://t.co/o7MRw2eWNA"
1,2022-10-31 23:59:59+00:00,lulanaolulanao,"@FHC @LulaOficial Oposição sistemática contra o ladrão.
#lulanão"
2,2022-10-31 23:59:59+00:00,hugocostaaaa,"@yurilsm @kimpaim lula disse q apoiava?? Nunca disse, em 8 anos a democracia nunca foi ameaçada, nunca teve eleitor de lula pedindo intervenção militar, fechamento do congresso, ai-5, nunca teve, já em 4 anos teve vários de Bolsonaro, não foi Lula q disse q n ia respeitar ordens do STF...enfim"
3,2022-10-31 23:59:59+00:00,MrioMota5,"@SorayaThronicke Vc não ganha nem pra síndica de condomínio , melhor ir no ouvidinho de Lula pedir um cargo pq sua carreira política morreu !"
4,2022-10-31 23:59:59+00:00,olecram301,"@mateuscarrilho Enfim, una momentos de paz! Bora Lula"
5,2022-10-31 23:59:59+00:00,AlineFariaNeve1,@LulaOficial Tomara que esse dia n chegue nunca 🙌🙌
6,2022-10-31 23:59:59+00:00,unnotedme,"cagando no trabalho

o comunismo do lula sendo implantado até no canadá"
7,2022-10-31 23:59:59+00:00,NyxRockeiro,gente o lula venceu e acabei de ganhar meu KIT GAY! o lula prometeu e ele deu!! 🚨 segue as fotos do kit gay! https://t.co/6WExQoe0qa
8,2022-10-31 23:59:59+00:00,joaopacifico,"Não me lembro quando foi a última vez que o Bolsonaro ficou 24 horas sem falar nem postar.

Gratidão, @LulaOficial"
9,2022-10-31 23:59:59+00:00,WALHCH,@nadanovonofront Lula devia anunciar plano ferroviário e marítimo. Os caminhoneiros desempregados seria contratados pra construir ferrovias e carregar navios...
10,2022-10-31 23:59:59+00:00,_Rick483,Bem que o Lula poderia entrar no posse da presidência já mês que vêm
11,2022-10-31 23:59:59+00:00,RezSergio63,@leandraleal @LulaOficial Está toda contente por voltar a mamar nosso dinheiro para produzir suas obras de baixíssima qualidade!
12,2022-10-31 23:59:58+00:00,joaovitorbh96,@felipeneto Falou o maior crítico do lula e do pt
13,2022-10-31 23:59:58+00:00,suelyro96816301,@GayerGus Alguém me explica essas manifestações no Nordeste. Nestes estados o Lula ganhou de estourado.
14,2022-10-31 23:59:58+00:00,FirFotia,"@silviogrimaldo escancare que Lula é um bandido e foi eleito de forma ilegítima, pois o TSE não se comportou de maneira minimamente imparcial. Respeito ao resultado e à transição pacífica de poder não quer dizer que se concorde com a legitimidade de tudo. 
Só isso. Mas Bolso tá demorando demais."
15,2022-10-31 23:59:58+00:00,luispiqueteiro,"caguei duas vezes hoje, é o feito lula não tem como 🙏🙏🙏"
16,2022-10-31 23:59:58+00:00,CarolineCaroles,perdi as contas de quantas vezes já falei: mas agora que o lula foi eleito
17,2022-10-31 23:59:57+00:00,rrombad4,Meu deus eu amo estar rouca pelo lula
18,2022-10-31 23:59:57+00:00,Romeu85850167,"@willernogueira @DayaneM91282024 @LulaOficial @alferdez @ricardostuckert Argentina está quebrada infelizmente socialistas adora isto ver o povo na miséria argentina possa ser sim parceiro do Brasil ou já é.
Mas o presidente da Argentina e o Lula affs."
19,2022-10-31 23:59:57+00:00,HenriquoPablo,@LulaOficial Vai aprender a escrever primeiro !
20,2022-10-31 23:59:57+00:00,Diegols27920640,@RenanFlamengo O lula comentou que não ia dificultar a construção do estádio do flamengo e que isso ajudaria a revitalizar uma área do RJ
21,2022-10-31 23:59:57+00:00,RotondiDenise,"@leandroruschel Lula saiu do governo com 86% de aprovação,fique tranquilo.Bolsonar0 foi o pior presidente da história, e Lula o melhor da história. 
Vai ser tranquilo."
22,2022-10-31 23:59:56+00:00,werliyz,Um dia após a eleição e já tive Heineken de graça e os beijos dela. Obg por tudo Lula
23,2022-10-31 23:59:56+00:00,anitafb_,O que o Lula já recebeu de currículo hoje não é brincadeira
24,2022-10-31 23:59:56+00:00,Felipe130306,"Bolsonaristas fecham BR-163 em Mato Grosso e dizem que não aceitam vitória de Lula
https://t.co/F2462G5qrw"
25,2022-10-31 23:59:56+00:00,sarinha_schiba,"@vivi_baarbosa Fica tranquila que com o lula tudo vai piorar … ou não né vamos ter fé 🙏🏻 
Tô apoiando as famílias as pessoas que tem filhas mulheres pra que elas não precisem usar banheiros comunitários viver no meio de aborto e bandidagem 🙏🏻"
26,2022-10-31 23:59:56+00:00,iamcarolesss,@mfreitaxxx @SantosBardo @LulaOficial Feito! https://t.co/fLJW6DXOUv
27,2022-10-31 23:59:56+00:00,MODIPE2018,"Urgente!!!!
No Nordeste picanha está a $10 
Gasolina a $1.50
Botijão de gás a $30
Isso tudo depois que o @LulaOficial ""venceu"" as eleições.
Contém ironias!"
28,2022-10-31 23:59:56+00:00,VelhoMayko,"A frase ""Lula quer voltar à cena do crime"" se concretiza com a presença do  Dep José Guimarães em seu palanque após ""vitória"" no segundo turno. Muitos irão voltar à cena do crime, infelizmente. O Brasil não é pra amadores."
29,2022-10-31 23:59:55+00:00,Billy_J0w,"@AndreJanonesAdv Não tem como ignorar isso!!! vocês como parlamentares tem por obrigação fazer algo para isso parar, ontem com os abusos da PRF fizeram, e agora não vão fazer já que o Lula ganhou???"
30,2022-10-31 23:59:55+00:00,LucasAV1995,@guiadrr @marifrancoramos Quando sentir no bolso ai que vota no Lula mesmo KKKKKKKKKKKK
31,2022-10-31 23:59:55+00:00,GuerraJpar,"@choquei PRF tá preocupado com carro com extintor vencido, carro com adesivo de lula"
32,2022-10-31 23:59:55+00:00,GeoResende_,"Estavam apuradas mais de 98% das urnas quando o TSE anunciou o resultado oficial da eleição para Presidente Luiz Inácio Lula da Silva registrou a maior votação da história do país: foram mais de 60 milhões de votos, o que garantiu a ele 50,90% do total de válidos."
33,2022-10-31 23:59:55+00:00,MMDCPAULISTA32,"@pedron011 @LulaOficial @alferdez @ricardostuckert Vem forte pra afundar. Imagina achar que congelar preço, taxar grandes fortunas e aumentar artificialmente o salário mínimo faz bem pros pobres kkkkkk Argentina tá fodida, e o Brasil logo estará também. Mas é isso, vamos celebrar a vitória desse bandido. Nem Lula, Nem Bolsonaro."
34,2022-10-31 23:59:55+00:00,JeffiarcArcuri,"@lilamtrr @raisaaaraujo @marifrancoramos @LulaOficial @JanjaLula A minha cabeça raspada representa experiência de vida amigue, e garanto que qq indício de uma guinada para um estado totalitarista de esquerda, estarei vendo este titanic afundar com seus jumentos de camarote lá da Austrália kkkkk"
35,2022-10-31 23:59:55+00:00,AnisioNeto17,@CleitonRebequi @monark Monark nem vota. Tem q calar é a boca! Tu ta certo! Tudo é melhor q Lula no poder
36,2022-10-31 23:59:54+00:00,hinatwz_,@oChetaay @tisthEdamns @eitabieel @explorer_92__ @Antoniontj7 @dniltn @Junior_sbpb @siteptbr Me diga em qual parte da minha resposta a você eu cito o nome do Lula ou digo que somente o Bolsonaro é homofobico
37,2022-10-31 23:59:54+00:00,juaribeiro_,"Ciro Nogueira já disse que está disponível pra ajudar o lula, eita que vão tudo meter o pé na bunda do bozo mesmo e acho é pouco"
38,2022-10-31 23:59:54+00:00,SuzyMary13,"@heytauat BORA LULA 
BORA LULA 
BORA LULA 
BORA LULA"
39,2022-10-31 23:59:54+00:00,LiberdadeVida1,@miriamleitao Lula é um impostor e usurpador!
40,2022-10-31 23:59:54+00:00,_paulabonfim,"Uai gente, não era democracia? 
É tão difícil assim aceitar que o Lula ganhou? Bando de pau no cu"
41,2022-10-31 23:59:54+00:00,BarbieFacis,"Já podemos ir de Fora Lula, ou tá cedo?"
42,2022-10-31 23:59:54+00:00,simulados_,"@UOLNoticias Dissimulando, não é alguém que se deva confiar. Trabalha nos bastidores para sobreviver e ao mesmo tempo minar a governabilidade de Lula. Já deixou bem clara a sua posição e o seu modo de lidar com a política. Qualquer ar de equilíbrio é uma farsa..."
43,2022-10-31 23:59:54+00:00,luciano8124,@AndreJanonesAdv Lula
44,2022-10-31 23:59:53+00:00,Mariado76179842,"@arianasc @heytauat BORA LULA BORA LULA BORA LULA
BORA LULA BORA LULA BORA LULA
BORA LULA  BORA LULA BORA LULA
BORA LULA BORA LULA BORA LULA
BORA LULA BORA LULA BORA LULA
BORA LULA BORA LULA BORA LULA
BORA LULA BORA LULA BORA LULA
BORA LULA BORA LULA BORA LULA
BORA LULA BORA LULA BORA LULA"
45,2022-10-31 23:59:53+00:00,_neiv,"@userno1808 @RenanSantosMBL O Lula foi eleito por culpa do Jair, ooooo caraaaa. https://t.co/FdXzuDHksq"
46,2022-10-31 23:59:53+00:00,celbipegoraro,@linck_alexandre E Lula venceu em São Paulo capital e na região metropolitana. https://t.co/QNeZZFQ4Gt
47,2022-10-31 23:59:53+00:00,FabianoBolsonar,@BillClinton @LulaOficial Vtnc
48,2022-10-31 23:59:53+00:00,__lucasbueno,"O grupo terrorista Hamas parabenizando Lula, tráfico fazendo a festa, saques ao Ceasa com tiros e incêndio... eu não esperava menos que isso."
49,2022-10-31 23:59:53+00:00,alecrimpratta,"Tô apaixonada pelo filho mais novo e lula 
 O Narizinho https://t.co/kAcN5u4KrB"
50,2022-10-31 23:59:53+00:00,bbeluca_,"1 dia do lula eleito e ja to vendo vantagens, so vou ter aula quarta que vem amo"
51,2022-10-31 23:59:53+00:00,hmts_l,sou amante da amante do lula
52,2022-10-31 23:59:53+00:00,euLiviaNoronha,"Triste ver q apesar de Lula ganhar em Belém com uma diferença de +de4mil votos,perdeu em Ananindeua por 1572votos. O Bozo virou no 2°turno, e em pleno sábado,prefeito e1ªdama “desfilavam”,um de verde e outra de amarelo.E zero posicionamento nas redes.
Já nossa luta aqui,continua!"
53,2022-10-31 23:59:53+00:00,eucarvalhogui,"O L nunca foi de Lula, era de LIVRAMENTO (@jairbolsonaro)."
54,2022-10-31 23:59:52+00:00,AnneKarolinaLu1,@heytauat BORA LULA
55,2022-10-31 23:59:52+00:00,ecoimbraf,"@brom_elisa Uai, a Jovem Pan é do Lula e ngm sabia? Qual a sua lógica aqui? A JP é empresa privada, fazem oq bem entender com os quadros de funcionários (obviamente, dentro da lei). Vcs só sabem inventar mentiras, narrativas, fake news. Nunca nada de novo, apenas platitudes."
56,2022-10-31 23:59:52+00:00,BrunorgRodrigo,"@monark Assume logo que esta adorando o lula pra liberar seu back !!! Ontem comemoraram pedindo fim da policia milirar , bandidos comemorando com fuzil na mão e oque vc acha que vai acontecer ?"
57,2022-10-31 23:59:52+00:00,MangabaBH,"@dizmanel_ @o_antagonista O POVO QUER LULA!!

Aceita e se resguarda, animal de teta!"
58,2022-10-31 23:59:52+00:00,anilso_n,@angelicaksy @LulaOficial É AGORA VOCÊS VÃO ENCHER AS BURRAS NOVAMENTE NÉ?
59,2022-10-31 23:59:52+00:00,escapethesun,mal o lula foi eleito já temos home office pré feriado imagina o que esse homem pode fazer em 4 anos!!
60,2022-10-31 23:59:52+00:00,mirelesoares,Pra quem tava falando que a globo era do PT! kkkk to achando bem feito 24h falando do Lula
61,2022-10-31 23:59:51+00:00,_auntsx,@sinkmylove eh o funk do lula!
62,2022-10-31 23:59:51+00:00,Anaxmandro,"@MarinaSilva @Haddad_Fernando @LulaOficial Está enganada!!!
SP derrotou @Haddad_Fernando mesmo!!!
Nenhuma proposta é legado. Veja quando ele foi prefeito o que ficou de legado? Nada!!
Ele nunca governou o estado para deixar legado.
Pode falar o que desejar, pois essa é a sua percepção e apenas isso."
63,2022-10-31 23:59:51+00:00,_Gabelindo,"Bolsonaro não fala bosta a mais de 24h, dólar caindo, Lula fazendo muito sem nem começar"
64,2022-10-31 23:59:51+00:00,arimateasouza,Wilson diz que Republicanos comemora eleições de Lula e Azevêdo  https://t.co/U2rq8MseSw
65,2022-10-31 23:59:50+00:00,c5498977,Parabéns meu presidente Lula.
66,2022-10-31 23:59:50+00:00,ColoradoSnp,"@y666vieira @MrioNas39170278 @prontofalei62 @Haddad_Fernando Isso, relativiza mais o crime, pensando bem é isso que vcs gostam né, votam no lula"
67,2022-10-31 23:59:50+00:00,arturmmoraes,"@dani3l_oliveir4 @klzinnx9 @jv_ribeiiro @aninsame @AC_Jackye @bruno15soares @choquei lula ao ter os casos anulados tem sua presunção de inocência de volta, independente se os processos foram anulados, absolvidos, se ele foi inocentado, ou não. Ele é inocente até que se prove o contrário"
68,2022-10-31 23:59:50+00:00,caldasdepudim,"eu amei a festa em Diamantina ""pré copa"" com a cara do Lula"
69,2022-10-31 23:59:50+00:00,GerardMalolly,"@AndradeRNegro2 @LulaOficial Sim, nem todo cristão serve a Deus.
Na falta de motivos para votar no Bolsonaro, sobraram-lhe motivos para não se pronunciar em favor do Lula.
Vamos para questão concreta: "" o cara foi condenado por corrupção e apontado como chefe da quadrilha que desviou bilhões""."
70,2022-10-31 23:59:50+00:00,Um_Ateu_Comum,@DaniBirita @kamiikio Agora o assunto deles é arrumar assunto para falar mal do governo do Lula.
71,2022-10-31 23:59:50+00:00,Psicobable,@LulaOficial Você não è bemvindo no México!
72,2022-10-31 23:59:49+00:00,ines1965elvis,@B3rnardoGabri3l @PatriciaApare26 @CarlosXoGazela @mauriaguia @simonetebetbr @LulaOficial Em breve saberemos sobre todas as compras efetuadas por Bolsonaro para se manter na presidência e para tentar conseguir a reeleição.... o orçamento secreto será desvendado.
73,2022-10-31 23:59:49+00:00,gumacastro,@jorgeluc42 Lula ainda nem assumiu e já vai se formando todo um novo país. O futuro promete.
74,2022-10-31 23:59:49+00:00,debbeleza,"@simonetebetbr @LulaOficial Vc não esqueceu que ele é réu confesso não né,só pra lembrar tá o bonita."
75,2022-10-31 23:59:49+00:00,ReginaldoDosRe9,"@thinkmoreBrazil @_edgarcastro Acho que no primeiro escândalo de corrupção que houver no governo do Lula ladrão, o povo deve sair às ruas."
76,2022-10-31 23:59:49+00:00,beatrizferraaz,"@ninnbdc @LuccaPepe1 lula ladrao, roubou meu coração ♥️"
77,2022-10-31 23:59:49+00:00,akelimaesilva,@GugaNoblat Pede emprego para o papai que sempre foi cabo eleitoral do Lula. A mediocridade está no DNA.
78,2022-10-31 23:59:48+00:00,rafeuds,Lula aprovou beber segunda feira graças a Deus
79,2022-10-31 23:59:48+00:00,portgazdereiz,@vivicamilles @Gabriel25391542 @taoquei1 Ele não teve 100% nos outros estados assim como o Lula não teve 100% no Nordeste!
80,2022-10-31 23:59:48+00:00,Lili241178,@LulaOficial @alferdez @ricardostuckert Já chegou pra pedir dinheiro pro pais FALIDO DELE
81,2022-10-31 23:59:48+00:00,Dedests_,@felippevaladao Fora vc! Lula e presidente aceita !!
82,2022-10-31 23:59:48+00:00,liviabgs_,os nego tão mordendo as costas pq não querem aceitar que lula ganhou 🤣🤣 cadê a democracia que vocês tanto prezam?
83,2022-10-31 23:59:48+00:00,MaluZili,@mamacitoofc @LulaOficial O SUS era uma maravilha
