,Data,User,Texto
0,2022-10-18 23:59:59+00:00,SandroPires33,"@EdRaposo_ @jairbolsonaro  exatamente,fica firme aí capitão 👨‍✈️"
1,2022-10-18 23:59:59+00:00,LandryfBarata,"@radaronline Segue os ministros do LULLA: Ministro da Economia Jair Bolsonaro, Ministro da casa civil Eduardo Bolsonaro, Ministro das mulheres Eduardo Bolsonaro, Petrobras Flávio Bolsonaro"
2,2022-10-18 23:59:59+00:00,congressoemfoco,"#ELEIÇÕES2022 | A Rede Sustentabilidade protocolou uma representação contra o presidente Jair Bolsonaro (PL), por um ato eleitoral na última terça-feira (17) envolvendo cantores e artistas nas dependências do Palácio da Alvorada.

https://t.co/XIlhnCVNOU"
3,2022-10-18 23:59:59+00:00,marciaduleba,"Bolsonaro se fortalece!
🙏🇧🇷22"
4,2022-10-18 23:59:59+00:00,Crfgabrielferrz,@Emillyhn Já tô ouvindo vota vota e confirma 22 é bolsonaro
5,2022-10-18 23:59:58+00:00,Luka_Anhaia,@SF_Moro 48 horas do debate e o Bolsonaro não explica pq uma pessoa honesta decreta 100 anos de sigilo. 48 horas do debate e o Bolsonaro não explica a compra de 51 imóveis sendo que a maior parte foi em dinheiro vivo.
6,2022-10-18 23:59:58+00:00,moisesnazareno,@SF_Moro MORO FOI VISTO LAMBENDO O SACO DO BOLSONARO
7,2022-10-18 23:59:57+00:00,OITibola,Isso dis dois lados oor isso e imperdoavel sua traicao..nem lula nem bolsonaro
8,2022-10-18 23:59:57+00:00,saullinho___,@coffinxmathers O Presidente é Jair Messias Bolsonaro.
9,2022-10-18 23:59:57+00:00,leeonardo22,@felipeneto Agora nao esqueça que bolsonaro ficou 5 horas lah kkkkkkk  ninguem aguenta ficar ouvindo muitas horas de babozeira do molusco kkkk
10,2022-10-18 23:59:57+00:00,thaysa_ruivo,"@williammuaythai @RenzoGracieBJJ @tarcisiogdf @jairbolsonaro Estava, eu era a churrasqueira!"
11,2022-10-18 23:59:57+00:00,camargo_jobson,"@jnetoar1 @o_brunito @MariliaArraes Oxe, e tu queria que eu votasse no Bolsonaro neste segundo turno? kkkk

TU TÁ RECLAMANDO PORQUE EU NUNCA VOTEI NO PT E AGORA VOU VOTAR?
É ISSO MESMO?"
12,2022-10-18 23:59:56+00:00,Cucapellegrini,@GuedinhoeFans Do LL. Pesquisas dos bancos já indicam vitória do Bolsonaro. Bateu desespero.
13,2022-10-18 23:59:56+00:00,lucaszanandrez,"@Henriqu43809054 @dbelemlopes Meu caro, vislumbrar um governo difícil mesmo na vitória do Lula, não significa que voto no Bolsonaro."
14,2022-10-18 23:59:55+00:00,crogeriovs,"@xRedhot @Lis16979409 @alexialawyer @mvswitch @juan_c_matos ....enfim... transformaram uma situação dessa num herói! O país adora criar heróis....Jânio Quadros, Fernando Collor, o próprio Lula, Bolsonaro... desculpe, mas não tem nada excepcional! Óbvio tem gente pior! Mas não há nada relevante ou Fantástico! Político comum que fará mkt!"
15,2022-10-18 23:59:55+00:00,ALBalduino,@AndreJanonesAdv nesse momento bolsonaro se encontra assim em sua casa https://t.co/0RMODm82F6
16,2022-10-18 23:59:55+00:00,FDicro,"@mari_apatriota @Presidentrampo @R_MrBrownstone @garciaabravoo @opropriofaka Bolsonaro disse que estava se baseando no apoio que ele via nas ruas, e não em nenhuma pesquisa."
17,2022-10-18 23:59:55+00:00,TikTok02463347,"OS ROBÔS QUE BOLSONARO USA NÃO FORAM CONVIDADOS, TALKEY🖒🖒🖒"
18,2022-10-18 23:59:55+00:00,AlinePereess,"@DrBrunoGino Meu querido, foi um sucesso. Quebra d recordes d audiência. Teve Bolsonaro pedófilo, Neymar deve estar com medo q descubro o porque foi perdoada sua dívida, igreja não é lugar pra fazer campanha eleitoral, não contratei advogada criminalista porq eles não sabem defender inocente"
19,2022-10-18 23:59:55+00:00,Victormatosouz2,"Fui pesquisar a live do Bolsonaro no YouTube, mas o que apareceu foi a do Lula, não apareceu nada do bolso. Só lula. Há uma diferença de tratamento."
20,2022-10-18 23:59:55+00:00,Rafaelbaco2021,"@ReservaClaudia Eu assisti e voto Bolsonaro!!!
Queria ver perguntas incômodas pro Larápio mas o Igor decepcionou!!!"
